sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
6.032815261979144,2.3591465897501283,5.185809693686526,1.489265530021609,2
6.87879945533338,3.1686657624280046,5.749794454490701,2.2522862022213657,2
5.541860892098352,2.9036221342461435,4.914596785098724,2.155886395926758,2
7.647521891432213,2.733835551595479,6.834118507335223,2.2170540827039233,2
6.302025547027212,2.624701325270082,5.107227771332225,1.9130527310930547,2
6.643754863766391,3.3246105050352606,5.798864306437947,2.1264543504050413,2
7.061215749576552,3.2006094466524324,5.949413665754254,1.8681030989389829,2
6.179274506551628,2.845478068023372,4.553087269942248,1.8705160071095106,2
6.2030416491928255,2.844891503562946,4.957646589958814,1.8804933670212072,2
6.46996549956594,2.8479124552822284,5.615936394704132,2.160862273836296,2
7.1449728314940595,3.096530222979483,5.864669428911931,1.6617444837499817,2
7.216009074879693,2.7530784820968663,6.0296361863441446,1.9301520191655972,2
7.96738552823009,3.873045970817285,6.345566494044236,2.1662381159969,2
6.398883075316249,2.8042256053273786,5.761725354866416,2.321839964603801,2
6.248264776333279,2.895400982459673,5.039999109859317,1.4626176960786859,2
6.087824631398139,2.3763540576836535,5.524313856509116,1.5512023628961407,2
7.569623423719059,3.101126588719584,6.095028895786692,2.2005926586786493,2
5.99622894751857,3.203551695398161,5.453794589200909,2.5295532642805987,2
6.47506233760552,3.154178433563816,5.5281513975983865,1.6032921626235541,2
5.924748739355303,3.1011060684347114,4.988927596906653,1.7505239615367827,2
6.924886647683918,3.0620903144455967,5.444368375541525,2.029205025485694,2
6.8368363465469395,3.1308051961233234,5.546755643349162,2.486600867775788,2
6.935126129199283,3.116571660791887,5.167423932725071,2.2632238451847178,2
5.721506087532925,2.617924932629635,5.1297193611920395,1.816407247340123,2
6.966364281383916,3.3454958634127583,6.020731033968727,2.293303193107168,2
6.693586902478237,3.1212005589594467,5.908713004656108,2.558699972612833,2
6.6396514127403625,3.1047919831749278,5.1070553584791964,2.2420655109980867,2
6.3036896266063405,2.671411161936748,5.071507527530881,1.8088800693696614,2
6.44221497185724,2.9895307990124595,5.119005728476992,1.9077029848941711,2
6.152732663213993,3.368496204008511,5.3273105342561795,2.1731480824844587,2
6.0308987812177834,3.0762667909951915,5.098329968127087,1.8225439583771503,2
5.00462329874828,3.597343718080945,1.5635151742301412,0.06500658679745705,0
4.996659704877916,3.0811631673375084,1.409736796390927,0.33556029131212206,0
4.484821772535575,3.188321406236454,1.1306876823642433,0.21537261270158334,0
4.476110261777444,3.0627311391286764,1.4899949332469449,0.07581230312314567,0
4.7043851968604535,3.5959204939967355,1.396617580495343,0.18784641051827025,0
5.305292415152493,4.0705637683999605,1.6838349375737505,0.44736893855321813,0
4.799846978942463,3.3083030201202117,1.4009176311212184,0.19234785501607038,0
5.083060903521503,3.371510354926938,1.5174448844756145,0.24456126582242882,0
4.343381920857909,2.920587856457088,1.3559997854084977,0.12250245513016521,0
4.913004813056693,3.2234846923908074,1.644530727493404,0.01977392981080965,0
5.375137147730797,3.577244976965109,1.4836462096153982,0.24496993511415502,0
4.771108264738049,3.345612700258643,1.6303115534858157,0.27584639886547907,0
4.761189579005927,2.8755064130257404,1.4609610531666701,0.14826533360788913,0
4.333588449652318,3.1119528355581285,1.0208096946836944,0.05261086312434144,0
5.819524843898733,4.093135634133275,1.20214080009277,0.20720473837800119,0
5.736435381145844,4.310105793093687,1.5916404495881427,0.3632136729338773,0
5.582562450419525,3.7200239845261294,1.416445500890896,0.2889240811797604,0
5.246001727386072,3.524215342381205,1.4533511270388497,0.33876291886926974,0
5.707675773388004,3.8269221439088463,1.753224215332758,0.3027664617845934,0
5.182987987115458,3.7148982417395233,1.4407796699387205,0.29411634407701026,0
5.267916253221224,3.3519944625725673,1.621699508843341,0.08751479129302252,0
5.087735665223238,3.7303227348266565,1.5033140659424589,0.5375212223246979,0
4.567206907417168,3.555671817286263,0.9925796321601595,0.2517775943203381,0
4.923759521286336,3.399161334314648,1.7504303105981462,0.5035752153477816,0
4.755081086579092,3.380209351136115,2.0231337299693757,0.20177379164164355,0
4.970612009764629,3.1674734829693616,1.5728235010022906,0.05354503804690389,0
4.921885690399071,3.467038612004386,1.7355780333766888,0.45727887166827297,0
5.373844629735753,3.1553601455697744,1.52861653871125,0.1998312661286614,0
5.18385444231629,3.3637425298795067,1.4356671911103485,0.052660662463951485,0
4.608229692983924,2.936308940335915,1.5738518567520285,0.1947580077561758,0
4.810880205629725,2.9418564734608577,1.5193763232608148,0.1733241269062354,0
5.395024404402196,3.3491601190082245,1.408913718982347,0.3237713176769855,0
5.145661846231116,4.091049624780373,1.508780962550211,0.06629945396495875,0
5.567174292600711,4.364424743401484,1.3864148319304286,0.03234566559084526,0
5.039384066008034,3.098294062370023,1.538633685531478,0.23664675649148909,0
5.038765696927472,3.210896983443932,1.2044643238521173,0.15677859977500638,0
5.45453901347411,3.7605696080210405,1.2862651388894495,0.15163615582238033,0
5.0465763004308055,3.5490796048863444,1.322289077067297,0.01906817238291783,0
4.4512467380011875,3.053131581252569,1.3820181111316432,0.2966285790195571,0
5.06581091044941,3.531836036715618,1.3989455207303723,0.1685490776447889,0
5.03087248522645,3.4672849778555235,1.3554170215664754,0.29915452578499246,0
4.366892819170436,2.1828190506605365,1.2721242082901187,0.27623575579457943,0
4.484326592931993,3.131704271069207,1.290026153262712,0.21602951814439839,0
5.0174091957079865,3.732875328143587,1.4261218924844958,0.5417480241952766,0
5.150526033665611,3.6671404995341574,1.8323249507702215,0.34828528829405525,0
4.752873402801705,2.9618406126681025,1.3394222915604386,0.27054035421422357,0
5.038770948992522,3.8148850771859095,1.5799877813902763,0.04939612567967516,0
4.600515754276912,3.342028608990494,1.2087686365780872,0.1560277634309334,0
5.135739343646355,3.626733323088111,1.4945095387218241,0.25024875359540216,0
5.076665729967543,3.2750108063865264,1.314129947967396,-0.0736950486375697,0
6.999634186709435,3.212695955373254,4.794686160280254,1.4988074582509574,1
6.42500065631182,3.1680197837656503,4.449572939723072,1.495712520943383,1
6.985376240918222,3.044063707202466,4.730117887674262,1.2618342887531868,1
5.54474351481736,2.3215393780140845,3.931017148256528,1.1200515203750072,1
6.399143094506092,2.813879497223485,4.626140381359198,1.418430200780057,1
5.6326733167659455,2.894648091262196,4.557291050156497,1.4596368895276022,1
6.399880312818889,3.257726549178289,4.71220118688416,1.5340253047982668,1
4.771520356181538,2.4424301616169,3.3352198050612083,0.9420329089475732,1
6.503340692830575,2.7875766205772066,4.662528754408341,1.2176608727889493,1
5.290773992264814,2.6832256289729606,3.7706489221830854,1.2264623231629574,1
5.089472717127153,2.056174603069929,3.470135510617096,1.269580218503069,1
6.050739840204742,3.021209314805364,4.232677030836769,1.6574216418692045,1
6.068859666920293,2.320916972961275,4.054407834237438,0.8497253894932083,1
6.270348341794249,2.9713678021815015,4.727628055491236,1.4135186306818543,1
5.432118463978395,2.9054726901966554,3.515233147040457,1.2442507592912733,1
6.72399105979291,2.9709884517529144,4.458836265113004,1.465811300893645,1
5.503752042786361,2.888337926578396,4.384301309869754,1.4128675230997738,1
5.723894845470486,2.7900626040695515,4.16235572944335,0.8868537678151657,1
6.145876750469372,2.2373427149414566,4.4372772826832705,1.4196464161371771,1
5.774184995345847,2.645857120185317,3.8366449258113953,1.0882139330254277,1
5.856186788085284,3.118802975784516,4.748237242781546,1.7488276967941314,1
6.066497050397472,2.742091559043652,3.999267099439833,1.3333846986856877,1
6.272387169679108,2.6420331482815285,4.841922246649329,1.6194557524322828,1
6.1525089987515,2.9902712253987076,4.666449876156704,1.4560480875104005,1
6.239663866784391,2.7643467433718873,4.363813898079634,1.3653137442065344,1
6.500038677454964,3.0798954624658093,4.602874509827304,1.1923119890066252,1
6.703839498901326,2.686513306723726,4.965333857982637,1.4993748506018767,1
6.74800564077185,2.9546867506572445,4.99378283761482,1.7950947874543295,1
6.112841030760074,2.8944489509911655,4.616013903220473,1.5745987864089594,1
5.62125480025083,2.509358145668144,3.5556703984673774,1.1207674164748451,1
5.470547314399722,2.376641041015671,3.683758704326962,1.0877051448783477,1
5.573003824651424,2.464739578757943,3.4418420323961,1.0085200798889769,1
5.861208122648527,2.681567896241905,3.899341832931927,1.0485063705403488,1
6.100979064160612,2.7451252090884815,5.0311892635410675,1.6308826699036247,1
5.443778028325397,2.8676007716411354,4.408747453152138,1.3294740625988604,1
5.958551272661561,3.511816908051296,4.5168544589070265,1.5284954337553205,1
6.727830697838629,3.0757881681694172,4.80959997163504,1.4303279183353437,1
6.390447917496933,2.061178211267977,4.469249545084443,1.395518491344313,1
5.442281824035287,2.901393179837275,4.147933038655476,1.2669180558419593,1
5.742836688468074,2.496454591293978,4.0159842068152845,1.2393578992039407,1
5.359940088672139,2.591977998812002,4.488544077833513,1.4810198003224408,1
6.066351723854911,3.022631755959851,4.777062699626707,1.2853316272786603,1
5.657238313626335,2.720328390911446,4.141391817366926,1.1378378236210291,1
4.925862093201047,1.9992711054814667,3.189036753480959,1.0436589655919486,1
5.668079762389567,2.773924630956636,4.173053852383617,1.3957022294680406,1
5.742577517116239,2.899294588849853,4.190060645620346,1.1735437994498157,1
5.669635772855932,2.778962338330681,4.272735986815804,1.1586845784639068,1
6.168321074204849,2.9014213477147988,4.4037511894955985,1.2566994282054653,1
5.127381323012621,2.664476940914228,2.977255121609494,0.9201648772803648,1
5.437312022861693,2.588005081454344,4.236804873294002,1.3490849598652261,1
6.265515546966992,3.3816538825249105,5.910654735691522,2.5192158140394154,2
6.004316144960238,2.751241501877919,5.214733319704095,1.8702939927197522,2
7.0663034425968325,3.0116186998889733,6.006787242030084,1.8878799027803086,2
6.456624968794069,2.9082111680342453,5.530805708632707,1.6549978900795093,2
6.490344208218047,2.9850402551418713,5.683339317381551,2.2292628867224145,2
7.66681916367335,2.9277483955750947,6.6544260084403435,2.172801927784576,2
4.877067293429569,2.3789926207468395,4.539692636703053,1.7155046621289525,2
7.2996013444766685,3.1493846220010497,6.1503663628093586,1.9089568573095408,2
6.722875352847356,2.446043848909611,5.810849710386456,1.7906538217454446,2
7.147920048225772,3.6295361678448246,6.2031397533784425,2.4839536790008534,2
6.5344617769273485,3.2060088465461996,5.132000848275762,1.8618891122125827,2
6.507917848092256,2.618179545361049,5.274301453563418,2.121791927421782,2
6.727224932761662,3.0931178022961894,5.399120250978654,2.1404983228611836,2
5.765313154364778,2.5580097473067287,4.831336792452042,1.9806209377437458,2
5.845001367220708,2.6952287405154305,4.999143040680478,2.369463993943379,2
6.376925471759785,3.1866685068432212,5.310462164068122,2.3572377811244136,2
6.442060194182266,2.850750469827682,5.613192903740034,1.6837853422748659,2
7.7527374751207665,3.735752504383411,6.739055701893738,2.4569694259532113,2
7.551676331402044,2.716858606932028,6.835752449289244,2.370847793812502,2
6.084542142906777,2.2142828616574888,5.0633299224832236,1.6189124583200087,2
7.118324703299674,3.3258233438275098,5.637687374399962,2.1510841822357727,2
5.667702287283147,2.626759812132322,4.804575255184687,1.8532421373476524,2
7.674000169189885,2.8886709924987732,6.611264947759561,2.0309951984990584,2
6.327863302587704,2.904998340050666,4.959472723201544,1.719743712271658,2
6.743981519226193,3.22462249507198,5.8573926845451885,2.091239332864427,2
7.335480467857677,3.3594295762180257,5.937301289790344,1.856347432504548,2
6.250456468393509,2.7643429438720943,4.675494064566842,1.9131123056042205,2
6.269528329136876,2.9774205482299845,4.858923764500145,1.7296469687772051,2
6.486141528312917,2.676276132757453,5.547696607267073,2.1075082741003968,2
7.248394775186871,3.036625740954381,5.933765539115306,1.7094895453643097,2
7.488065234927233,2.805474317240711,6.057676233117053,1.9390283832129218,2
7.847826737137045,3.622815656423711,6.373698042376606,2.04526326793062,2
6.272965515720239,2.822207536457638,5.594025949804802,2.075849992847428,2
6.5235196226691095,2.7348777372127557,5.084737210753527,1.4759817938297837,2
6.0820475884351,2.7245861902178943,5.450432594645959,1.2241501708845541,2
7.669575726076344,2.998971162009518,6.166146922940761,2.3562919767472414,2
6.234719525580455,3.292540145347447,5.589270345993764,2.536818439197164,2
6.5159481730309405,3.160616779881497,5.3840773887932345,1.8793324318195972,2
5.902766713259322,2.943448422409988,4.866048519884713,1.8192185328653194,2
6.846601238535749,3.108339478229014,5.290492945323414,2.0581444321905105,2
6.671075368057975,3.105126384499104,5.599303434100786,2.5626503588527685,2
6.87827696384616,2.878663690276001,5.221835424026053,2.47072982856075,2
5.869831526543344,2.7172656980077545,5.036330064602144,1.750394674250061,2
6.763443118782757,3.1765227104734373,5.8803834770778725,2.230730361991791,2
6.738817643548334,3.0932244379549823,5.756977895485285,2.601382303794439,2
6.688101642022373,3.02358365387842,5.139156140979703,2.1183598676314173,2
6.273299643765845,2.369908639134223,4.994142649860074,1.7707302006590582,2
6.500776084817803,2.9393043270343084,5.064186425094114,2.025436846460028,2
6.188795733182097,3.6154951678638376,5.383492105039297,2.2990820633149465,2
5.890932091997361,3.0043449051331304,5.167224808922717,1.940094576858389,2
